provinsi,tahun,crime_total,is_outlier,population,population_density,pop_extrapolated,crime_rate_per100k,unemployment_rate,pulau,region,pulau_enc,region_enc,crime_rate_per100k_scaled,population_scaled,population_density_scaled,unemployment_rate_scaled
Kepulauan Bangka Belitung,2018,2048.0,False,1422225.0,87.0,True,144.0,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.1722580055176531,-0.5944564281366803,-0.249506087845619,0.0385332008114859
Kepulauan Bangka Belitung,2019,1953.0,False,1438865.0,88.0,True,135.7,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.2686119758200085,-0.5929487730803992,-0.2491299461988226,0.0385332008114859
Kepulauan Bangka Belitung,2020,1931.0,False,1455700.0,89.0,False,132.7,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.3034387120738718,-0.5914234501914272,-0.2487538045520263,0.0385332008114859
Kepulauan Bangka Belitung,2021,1566.0,False,1473200.0,90.0,False,106.3,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.6099139911078691,-0.5898378754627662,-0.2483776629052299,0.0385332008114859
Kepulauan Riau,2015,4892.0,False,1947947.0,237.8,True,251.1,4.24,Sumatera,Sumatera Bagian Tengah,5,16,1.071056478745268,-0.5468237699937577,-0.1927839275087299,0.0385332008114859
Kepulauan Riau,2016,4885.0,False,1970738.0,240.5,True,247.9,4.24,Sumatera,Sumatera Bagian Tengah,5,16,1.0339079600744805,-0.5447588080714199,-0.1917683450623797,0.0385332008114859
Kepulauan Riau,2017,3673.0,False,1993796.0,243.4,True,184.2,4.24,Sumatera,Sumatera Bagian Tengah,5,16,0.2944202602841155,-0.542669654808936,-0.1906775342866703,0.0385332008114859
Kepulauan Riau,2018,3409.0,False,2017123.0,246.2,True,169.0,4.24,Sumatera,Sumatera Bagian Tengah,5,16,0.1179647965978746,-0.540556128997766,-0.1896243376756406,0.0385332008114859
Kepulauan Riau,2019,3159.0,False,2040724.0,249.1,True,154.8,4.24,Sumatera,Sumatera Bagian Tengah,5,16,-0.0468817550037449,-0.5384177776165585,-0.1885335268999311,0.0385332008114859
Kepulauan Riau,2020,2843.0,False,2064600.0,252.0,False,137.7,4.24,Sumatera,Sumatera Bagian Tengah,5,16,-0.2453941516507662,-0.5362545100610436,-0.1874427161242217,0.0385332008114859
Kepulauan Riau,2021,2481.0,False,2118200.0,258.0,False,117.1,4.24,Sumatera,Sumatera Bagian Tengah,5,16,-0.4845377405939611,-0.5313981211778304,-0.1851858662434437,0.0385332008114859
Lampung,2015,9218.0,False,8498846.0,245.3,True,108.5,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.5843743845217027,0.0467156531154388,-0.1899628651577573,0.0385332008114859
Lampung,2016,10485.0,False,8598283.0,248.2,True,121.9,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.4288149625877796,0.0557250699322313,-0.1888720543820479,0.0385332008114859
