provinsi,tahun,crime_total,is_outlier,population,population_density,pop_extrapolated,crime_rate_per100k,unemployment_rate,pulau,region,pulau_enc,region_enc,crime_rate_per100k_scaled,population_scaled,population_density_scaled,unemployment_rate_scaled
Sulawesi Utara,2016,9923.0,False,2502702.0,180.4,True,396.5,3.1224999999999996,Sulawesi,Sulawesi Bagian Utara,4,14,2.7280508426,-0.5013014608,-0.2137358518,-1.3353344532
Sulawesi Utara,2017,7981.0,False,2531984.0,182.5,True,315.2,3.1224999999999996,Sulawesi,Sulawesi Bagian Utara,4,14,1.7906417818,-0.4986445255,-0.2129460848,-1.3353344532
Sulawesi Utara,2018,10247.0,False,2561608.0,184.7,True,400.0,3.1224999999999996,Sulawesi,Sulawesi Bagian Utara,4,14,2.7684067063,-0.4959565584,-0.2121187098,-1.3353344532
Sulawesi Utara,2019,7425.0,False,2591579.0,186.8,True,286.5,3.1224999999999996,Sulawesi,Sulawesi Bagian Utara,4,14,1.4597237001,-0.4932371058,-0.2113289428,-1.3353344532
Sulawesi Utara,2020,6274.0,False,2621900.0,189.0,False,239.3,3.1224999999999996,Sulawesi,Sulawesi Bagian Utara,4,14,0.9154960534,-0.4904858957,-0.2105015678,-1.3353344532
Sulawesi Utara,2021,6215.0,False,2638600.0,190.0,False,235.5,3.1224999999999996,Sulawesi,Sulawesi Bagian Utara,4,14,0.8716811158,-0.4889706023,-0.2101254883,-1.3353344532
Sulawesi Utara,2022,9618.0,False,2659500.0,183.0,False,361.6,3.1224999999999996,Sulawesi,Sulawesi Bagian Utara,4,14,2.325645231,-0.4870742172,-0.212758045,-1.3353344532
Sulawesi Utara,2023,14265.0,False,2681500.0,185.0,False,532.0,3.1224999999999996,Sulawesi,Sulawesi Bagian Utara,4,14,4.2903992773,-0.4850780223,-0.212005886,-1.3353344532
Sulawesi Utara,2024,13078.0,False,2701800.0,186.0,False,484.0,5.915,Sulawesi,Sulawesi Bagian Utara,4,14,3.7369474333,-0.4832360789,-0.2116298064,2.0977979171
Sumatera Barat,2015,16277.0,False,5221793.0,124.5,True,311.7,4.24,Sumatera,Sumatera Bagian Tengah,5,16,1.7502859182,-0.2545816678,-0.2347586977,0.0385332008
Sumatera Barat,2016,14921.0,False,5282888.0,126.0,True,282.4,4.24,Sumatera,Sumatera Bagian Tengah,5,16,1.4124496884,-0.2490381439,-0.2341945784,0.0385332008
Sumatera Barat,2017,13205.0,False,5344698.0,127.5,True,247.1,4.24,Sumatera,Sumatera Bagian Tengah,5,16,1.0054319781,-0.2434297438,-0.2336304591,0.0385332008
Sumatera Barat,2018,12953.0,False,5407231.0,129.0,True,239.5,4.24,Sumatera,Sumatera Bagian Tengah,5,16,0.9178021028,-0.2377557414,-0.2330663398,0.0385332008
Sumatera Barat,2019,11064.0,False,5470495.0,130.5,True,202.2,4.24,Sumatera,Sumatera Bagian Tengah,5,16,0.487723899,-0.2320154109,-0.2325022205,0.0385332008
Sumatera Barat,2020,7992.0,False,5534500.0,132.0,False,144.4,4.24,Sumatera,Sumatera Bagian Tengah,5,16,-0.1787243632,-0.2262078449,-0.2319381012,0.0385332008
Sumatera Barat,2021,5666.0,False,5580200.0,133.0,False,101.5,4.24,Sumatera,Sumatera Bagian Tengah,5,16,-0.6733719488,-0.2220612038,-0.2315620216,0.0385332008
Sumatera Barat,2022,7691.0,False,5640600.0,134.0,False,136.4,4.24,Sumatera,Sumatera Bagian Tengah,5,16,-0.2709663372,-0.2165807416,-0.2311859421,0.0385332008
Sumatera Barat,2023,12722.0,False,5757200.0,137.0,False,221.0,4.24,Sumatera,Sumatera Bagian Tengah,5,16,0.7044925379,-0.2060009089,-0.2300577035,0.0385332008
Sumatera Barat,2024,13099.0,False,5836200.0,139.0,False,224.4,5.77,Sumatera,Sumatera Bagian Tengah,5,16,0.7436953769,-0.1988327547,-0.2293055445,1.9195332103
Sumatera Selatan,2015,20575.0,False,7988980.0,86.8,True,257.5,4.24,Sumatera,Sumatera Bagian Selatan,5,15,1.1253465443,-0.0034978298,-0.248936896,0.0385332008
Sumatera Selatan,2016,9124.0,False,8082451.0,87.8,True,112.9,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.5419271358,0.0049833669,-0.2485608165,0.0385332008
Sumatera Selatan,2017,15728.0,False,8177016.0,88.8,True,192.3,4.24,Sumatera,Sumatera Bagian Selatan,5,15,0.3735744562,0.013563829,-0.248184737,0.0385332008
Sumatera Selatan,2018,13558.0,False,8272687.0,89.9,True,163.9,4.24,Sumatera,Sumatera Bagian Selatan,5,15,0.0461154485,0.0222446452,-0.2477710495,0.0385332008
Sumatera Selatan,2019,12861.0,False,8369477.0,90.9,True,153.7,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.0714930684,0.0310269952,-0.24739497,0.0385332008
Sumatera Selatan,2020,12189.0,False,8467400.0,92.0,False,144.0,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.1833364619,0.0399121492,-0.2469812825,0.0385332008
Sumatera Selatan,2021,13037.0,False,8550900.0,93.0,False,152.5,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.0853293645,0.047488616,-0.2466052029,0.0385332008
Sumatera Selatan,2022,11453.0,False,8657000.0,100.0,False,132.3,4.24,Sumatera,Sumatera Bagian Selatan,5,15,-0.3182403489,0.0571157194,-0.2439726462,0.0385332008
Sumatera Selatan,2023,21335.0,False,8743500.0,101.0,False,244.0,4.24,Sumatera,Sumatera Bagian Selatan,5,15,0.9696882132,0.0649643946,-0.2435965667,0.0385332008
Sumatera Selatan,2024,25154.0,False,8837300.0,102.0,False,284.6,3.915,Sumatera,Sumatera Bagian Selatan,5,15,1.4378162312,0.0734754435,-0.2432204871,-0.3610256247
Sumatera Utara,2015,35248.0,False,13963213.0,191.5,True,252.4,4.24,Sumatera,Sumatera Bagian Utara,5,17,1.0665422859,0.5385809492,-0.209561369,0.0385332008
Sumatera Utara,2016,37102.0,False,14126582.0,193.8,True,262.6,4.24,Sumatera,Sumatera Bagian Utara,5,17,1.1841508027,0.5534044199,-0.2086963861,0.0385332008
Sumatera Utara,2017,39867.0,False,14291863.0,196.0,True,278.9,4.24,Sumatera,Sumatera Bagian Utara,5,17,1.3720938248,0.5684013781,-0.2078690111,0.0385332008
Sumatera Utara,2018,32922.0,False,14459078.0,198.3,True,227.7,4.24,Sumatera,Sumatera Bagian Utara,5,17,0.7817451911,0.58357382,-0.2070040282,0.0385332008
Sumatera Utara,2019,30831.0,False,14628249.0,200.7,True,210.8,4.24,Sumatera,Sumatera Bagian Utara,5,17,0.5868840211,0.5989237418,-0.2061014373,0.0385332008
Sumatera Utara,2020,32990.0,False,14799400.0,203.0,False,222.9,4.24,Sumatera,Sumatera Bagian Utara,5,17,0.7264000067,0.6144533211,-0.2052364544,0.0385332008
Sumatera Utara,2021,36534.0,False,14936200.0,205.0,False,244.6,4.24,Sumatera,Sumatera Bagian Utara,5,17,0.9766063612,0.6268660236,-0.2044842953,0.0385332008
Sumatera Utara,2022,43555.0,False,15115200.0,209.0,False,288.2,4.24,Sumatera,Sumatera Bagian Utara,5,17,1.4793251195,0.6431077908,-0.2029799772,0.0385332008
Sumatera Utara,2023,62278.0,False,15386600.0,212.0,False,404.8,4.24,Sumatera,Sumatera Bagian Utara,5,17,2.8237518907,0.6677335763,-0.2018517386,0.0385332008
Sumatera Utara,2024,60724.0,False,15588500.0,215.0,False,389.5,5.35,Sumatera,Sumatera Bagian Utara,5,17,2.6473391154,0.6860532009,-0.2007235,1.4031802665
